Bleu-score || Original Commit Message || Generated Commit Message
5.658 || fixed camel quarz <num> fire now to let the quartz scheduler be starter after the consumer thanks to deepak for the analsys || fixed test to be set a route name
5.430 || small optimization about uo w to compute is external redeliveried only once as jmx performance statis will otherwise repeativly calculate this on each complete || fixed cs to avoid the thread value to avoid
5.222 || fix fluent producer template to be thread safe when you also set endpoints and other states || add support for defining camel producer
5.190 || camel catalog add special logic for validaing activemq jms as its a bit special in its destination type path param || camel catalog add more jax rs rs
4.993 || inflight repository browse should compute elapsed if the message is still inflight at a given node thanks to barbara de vido for reporting || fix for share message message to keep message
4.751 || camel kafka configure parameters directly on configuration do not have delegate methods that get out of sync and is duplicate || camel pulsar add support for resume configuration
4.547 || camel injector should have method for creating new instance without bean post processing which is not needed when loading internal camel factory classes and the likes this makes camel startup faster and reduces the overhead of post processing scanning classes methods etc || camel main allow to configure global and common options ala camel spring boot have
4.109 || camel elasticsearch rest types are deprecated we need to remove them and check if everything is still ok || camel salesforce upgrade to <num> x
3.700 || fixed bug in do while loop when calling async component thanks to sanigo for unit test || fixed test to be used
3.673 || camel http <num> the ssl context parameters option should be documented on endpoint as well || camel nats add tls test
3.629 || fixed deserialization of transfer encoded mime entities || fixed cs
3.587 || added a little test for netty <num> http component and dynamic uri || fixed test in test
3.587 || add thread name to hangup so we dont use anonymous thread name || fixed cs to be
3.299 || removal of import org openmuc jasn <num> ber ber byte array output stream from encode method s param and upgrade jasn <num> || support output stream input stream stream stream
3.095 || add more regression which is similar to already existing throttler tests where grouping is added and fix some cs errors in camel core || camel infinispan add support for resume repository
3.075 || fixed cs and remove unuseful check related to debug || fixed cs
3.027 || fixed camel jt <num> consumer as its not polling based || fixed cs to
3.007 || camel olingo <num> should close http client when shutting down thanks to remco schoen for reporting || fixed cs to browse the
3.007 || camel core default shutdown strategy pass the log inflight exchanges on timeout to the shutdown task || fixed cs to be used
2.944 || rename components to default names camel netty <num> http to camel netty http fixed refs and camel route parser tests || camel connector fixed example in test
2.794 || verified that connector scheme don t clash with components scheme from the catalog || camel connector connector docs
2.660 || camel jdbc can now use default datasource from registry if using data source or default as the name this is a bit similar to camel sql and makes it easier to use in spring boot || camel cbor add support for main stream and data format
2.242 || camel netty <num> http should do a defensive copy of the netty bytebuf if the async routing engine kicks in so any further processing can still read the stream of data netty http server will otherwise have closed the original bytebuf || camel netty <num> add spi to turn custom correlation state or producer
2.016 || camel jsse should favor using camels class resolver to load the resources which works better for osgi environments || fixed cs to be used
2.016 || mina <num> consumer exception handler do close session also for ioexception thanks to thomas papke for the patch || fixed cs to be used
1.650 || added an option to jms endpoints so that they format jms date properties according to the iso <num> standard || fixed cs to headers headers
1.626 || rabbit consumer could hang when rabbit mq connection is lost and auto ack false thanks to joel mong rd for the unit test || fixed cs to be set to
1.554 || camel json api create integration test for karaf and sb karaf itest || camel salesforce <num>
1.335 || fixed camel connector to support component options as well || fixed cs
