Bleu-score || Original Commit Message || Generated Commit Message
27.413 || disable clean completed scans button when resetting the scanner panel || disable the default of the overview is not started
27.395 || add another test case for bug <num> || add test case to test to be the security of the method
27.369 || hive <num> thrift serde doesn t work with the new version of thrift ning zhang via zshao || add a new string to the the method method for the code for the code
27.369 || update the description for command update topic perm incidentally commit minor update for pom review by vongosling || set the default of the deprecated for the new deprecated to set the default set
27.369 || fix the npe error when processing billing files with tags and resources while resource serivce is null || don t call to write if the file is not called for the right database
27.306 || hive <num> in shell mode local mode continues if a local mode task throws exception in pre hooks siying dong via ning zhang || fix a typo error <num> <num> <num> <num> <num> f <num> f <num> f <num> d <num> d <num> <num>
27.295 || add session id to the exception message to aid debugging || add a missing method to the the current used to the the job of the job to the the job id for
27.278 || don t assume bank title is the same as search str because it truncates text || don t show the dim to there if the activity is not t t the the editor
27.278 || removing the need for the activity class to be abstract || add a check to the not not the job that that is not the called for the
27.150 || hive <num> fix hive to match changes introduced by tez <num> gopal v via gunther hagleitner || hive <num> hive with hive with hive <num> hive in hadoop temp zoltan reviewed by thejas shelukhin rodriguez rodriguez reviewed by xuefu zhang
27.139 || modify crash log domain name || add log to log log
27.139 || pull request test || remove debug out println test
27.139 || added a utility method || add method to get method
27.139 || remove a println call || remove debug out test test
27.139 || add empty log implementation || add override to set activity
27.139 || delete test get data source || add test case to test
27.139 || add update || add override to get method
27.139 || adjust unit test || remove unused code test test
27.139 || add bufferedreader and http request || add override to ignore migration
27.139 || modify manager test || ignore test that fails fails
27.139 || removed unnecessary test stub || add test case to test
27.139 || removing jdk <num> incompatible override || add override to set activity
27.139 || remove unused empty method || add method to allow configuration
27.139 || fix quality flaw || fix bug in max data
27.139 || fix quality flaw exception test || ignore test case test test
27.139 || remove redundant info log call || add a log to log
27.086 || avoid npe on shutdown if application doesn t use web socket || don t close the exception to the shutdown if the pool is called
27.086 || add table rule test case || add test case to the list of the api to be the database
26.941 || disable event test event widget because of false positives || disable test test to be platform until test
26.926 || add a getter for raw description messages || add a method to make the string to string
26.926 || add getter for properties of name server startup || add getter to get application to be the default
26.825 || add normal colour to the clues command || add correct content to the title of the title to the title title for
26.814 || suppress incorrect warning || suppress warnings
26.814 || ignoring some warnings || suppress warnings
26.742 || restore previously deleted set enabled method but throw an exception if used || add a method to make the the collection is the method
26.639 || hive <num> beeline does not accept comments at end of line sergio pena via brock || add a missing code to the surface of the line of the line
26.612 || hive <num> submitting a query to spark from hive server <num> fails spark branch venki korukanti via brock || hive <num> hive with hive with hive <num> hive <num> test case reviewed by xuefu camacho rodriguez rodriguez rodriguez reviewed by
26.612 || hive <num> fix issue with metastore version restriction test vikram dixit k via brock noland || hive <num> hive with hive <num> hive jdbc test test test reviewed by thejas jayachandran rodriguez rodriguez reviewed by xuefu zhang
26.602 || fix the problem of the capitalization in class name || add test case to the client of the configuration of the client of the configuration
26.602 || pass the right byte buf to the decode method see <num> || add a test to the reference of the map to the node to the node
26.599 || hive <num> hiveserver <num> specific configuration file is not getting used thejas nair reviewed by jason dere || hive <num> hive with server server server server server test server reviewed by thejas jayachandran
26.532 || extended the klippy analyzer interface to provide access the bugchecker s link || add a getter to make the map of the collection
26.528 || add test get auth plugin data without arguments || add test case to allow with the configuration of test
26.528 || make the default min value of ranges <num> || add a test to make the use the the collection
26.505 || modify the sender log || add log to log
26.505 || modify the test case || ignore test fails test
26.505 || add the page tip || add log to log
26.505 || add the monthreport || add log to log
26.505 || fix test naming || add test case test
26.505 || suppress broken proto test || ignore test that fails
26.505 || remove sout || remove debug out println
26.505 || refine unit test || add test case test
26.505 || revert long value exact || fix bug in value
26.505 || add gettransactioninfo case || disable test case test
26.505 || updated the test || remove unused code test
26.505 || fix a compiler warning || suppress warnings in warning
26.505 || supress warnings || suppress warnings in warning
26.382 || avoid null pointer exception in plsqlparser canonical name || add null check to the string name
26.382 || add an example for using the gradle plugin || add a test to make the method
26.382 || throw unsupported operation exception in not implemented method || add a exception to the string method
26.382 || don t npe when player name is null || add null check to the string name
26.352 || adding a new rule generics naming thanks to nicolas dordet for his inputs on this one || add a new to the the rule to the the rule to the the rule to the the the one to the the rule to the the rule to the the
26.347 || added the last catch to add the group bys in the list at the end of the loop || add a missing to string to the the field of the set the the line
26.270 || add insert statement with values without place holder with query encrypt || add test case to use the folder of test test
26.270 || add null check for target tile in ground markers plugin <num> || remove unused code <num> <num> <num> <num> <num> <num> <num>
26.270 || check the activity record validity even if stopping expired workspaces fails || throw the exception exception when the client is not started
26.211 || allow abstract eapplication not registered in the manifest || add a check to the preconditions name in the name name
26.177 || fix a test that fails because the message varies slightly across jvm implementations || add a message to the message to the the job of the job to the the job that is the local is not the player
26.148 || add timeout to unit test due to highlight non termination of prediction algorithm without resorting to ignore || add test case to be test test test test test test test test test
26.102 || fix bug in krcc || fix bug in new correct being being not be the default
26.098 || hive <num> fix gen conversion select for init serde with null namit jain via zshao || hive <num> llap server in not null in the local mode in the chauhan reviewed by xuefu xu
25.955 || remove unnecessary image creation set pixels also creates overwrites the image variable || remove unnecessary code <num> <num> <num> <num> <num> <num> <num> <num> <num>
25.758 || add java util regex pattern to the list of well known immutable types || add support to the host of the host of the manifest of the manifest of the manifest of the manifest of the manifest of the manifest of the manifest of the
25.744 || set the interval in a distributed env patch by takayuki kaneko || set the correct default for the right to the set the the set
25.727 || reverted the unnecessary changes related with shutting find bug up || fix a npe in the null method is null
25.698 || add clone method must be public rule || add a new to string method
25.698 || reset fix save total energy average time || fix bug in old correct time
25.698 || add stacktrase to the error log <num> || add test case to test failure
25.698 || enable netty tcnative shading test again <num> || add test to <num> <num> test
25.583 || add missing config check to party leave message || add a check to the reference to the process the job to the node to the node to the node is the node
25.544 || use a more reliable mechanism for the default servlet when determining if the current request is for custom error page or not || add a check to the check to the the method that that the not the default for the code
25.420 || hive <num> provide hive operation name for hook context shreepadma venugopalan via namit || add a method to make the name of the name name for the original database
25.420 || fix test persistent cache || fix test <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
25.295 || hive <num> track if a map reduce job is running locally liyin tang via namit || hive <num> hive with hive with hive <num> hive <num> sergey reviewed by sergey shelukhin xuefu
25.212 || reset the value of progress bar when scans are clear or switch to no scan || set the default value to the the one set for the right
25.187 || add test exclusion || add test case to the build of the api of the component that that are the api
25.187 || add method delete machine key for codenvy assembly <num> || add method to ensure the info of the configuration to be the method to the remote name
25.187 || add a unit test || add a method to the view view for the view view to expose for the view view
25.156 || fix a possible conflict when running multiple instances of the tomcat unit tests on the same server || add test case to the host of the list of the manifest to the manifest to the manifest to the remote file to the manifest to the remote file to the
25.156 || set the cache size to zero when it is cleared || set the default to the the one to the the set to the the set to the the set to the the set to the the set to the the set
25.156 || add a fix description to method can be static || add a new to string to the the options to the the options of the options to the the options of the options of the options to the the node to
25.156 || update the default url of the json file of editions || add a new to the default to the the title to the the default to the the default to the the default to the the default to the the default to
25.156 || add a tooltip to loot tracker value showing exact value || add a new text to the the options to the the save to the the save to the the save to the the save to the the save to the the
25.156 || fix a test that breaks on sun jdk || add a test to the wait to the the job of the call to the the job that was the local is not the local to the the app to the
25.156 || appended some distinguishable text to the generic reason phrase returned by http response status value of int || add a check to the surface of the method to the the default of the the the type of the the default of the the type of the image of the
25.094 || hive <num> llap config not passed to daemon init || hive <num> hive <num> hive with test server client test reviewed by thejas shelukhin reviewed by prasanth zhang
25.092 || hive <num> bugs in mergejoin cw via ashutosh chauhan || remove redundant null check this a bug <num>
25.092 || update virtual view version and remove integer type resolve || add a missing code to the surface type
25.013 || hive <num> function task conf hides task conf field alexander pivovarov via alan gates || hive <num> hive with hive with hive <num> hive <num> reviewed by sergey shelukhin rodriguez rodriguez reviewed by xuefu
25.013 || hive <num> qtest util side effects navis via namit || hive <num> hive with hive in hive <num> hive <num> test test reviewed by jesus jayachandran rodriguez rodriguez reviewed
24.981 || ignore test that temporary fails on time zone || ignore test that fails test
24.943 || adding vf to the list of supported languages || add a test to the load to make that the not save the a two method google google p google
24.881 || hive <num> dynamic partition table insertion error chao via brock || hive <num> hive with hive with hive <num> sergey hive in the chauhan in thejas nair xu reviewed by xuefu zhang
24.881 || hive <num> disable merge files when bucketing sorting is being enforced he yongqiang via namit || hive <num> hive with hive with hive <num> hive <num> test test reviewed by sergey shelukhin jesus reviewed by xuefu zhang
24.881 || fix bug wait tolerate time difference if need || fix bug <num> <num> <num> <num> <num> <num> <num> <num> f <num> d <num> d <num> d <num> d <num> d
24.872 || hive <num> lazy binary columnar ser de based rcfile tables break when looking up elements in null maps mithun radhakrishnan via ashutosh chauhan || fix bug <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> d <num> d <num>
24.828 || remove unused close quietly static method || remove debug close test test
24.828 || add delay transaction <num> stest case || add test case test test
24.828 || disable soft ref test as unstable || disable test case test test
24.827 || hive <num> more fixes for test cli driver on windows jason dere via sushanth sowmyan || hive <num> hive with hive with hive <num> hive in the temp tables reviewed by prasanth rodriguez rodriguez reviewed by xuefu zhang
24.827 || modify the default overload time || add a little string to the the line of the line to the the job that the the default of the default
24.737 || hive <num> is kerberos mode does a case sensitive comparison sravya tirukkovalur via szehon || hive <num> hive with hive with hive <num> sergey test reviewed by sergey camacho rodriguez reviewed by xuefu zhang rodriguez rodriguez reviewed by xuefu
24.605 || added another test case for custom properties || add test case to use api
24.585 || add log info for witness service try produce block || add log to the debug of the job of the job to the the job to the the local to the the local to the the local to the
24.545 || commented out code that is related to the other commented out code || add a size to the the not the call to the the call to the the call to the the op to the the op to the the op to the
24.545 || add log for on handle block message || add log to the log to the the job to the job to the job to the the job to the the job that is the node is not the node
24.545 || add enchanting jewelry to the idle notification plugin <num> || update layout to be the background of the current the background to the the image to the the image to the the image to the the image to the the image
24.545 || remove charge timer when the effect ends || add a icon to save the notification to the the current activity to the the current activity to the the current notification when the the editor to the the notification when
24.530 || add method for getting keys based on prefix from config manager || add a method to make the map to string
24.418 || hive <num> hanging hive client due to oom error he yongqiang via namit || remove unnecessary call from the exit is called for cassandra <num>
24.418 || quit application when closing the window and no vault is unlocked ci skip || add a missing call to disable the screen for the text
24.333 || modify stest exchangeandtoken wallet test asset issue <num> || add test case to the host test
24.333 || restore agent binding in agent action clj <num> || remove unnecessary code in the client request
24.113 || issue <num> detecting malformed uris and throw a better excpetion at least better than npe || fix a npe in the examples of the job is not null
24.007 || fix an npe if available is called before the input buffer is created || fix bug in npe by would non op is null
23.776 || add clone method return type must match class name rule || add new type type to the type type
23.770 || merge branch develop of https github com tronprotocol java tron into develop || add getter to get the op of the new method
23.657 || add televisionwallcr crash log domain || add log to log
23.657 || add the message recevier log || add log to logging
23.597 || hive <num> ser des that do not inherit abstract ser de do not get table properties during initialize jason dere reviewed by xuefu zhang || remove unused code <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> d <num> d
23.420 || rename method in input file from get base dir to get file base dir || add a method to get the file file for the method
23.402 || modify count all data set test cases || update timeout to test configuration changes
23.260 || avoid npe if the channel fails to start local member is null || remove redundant null check is not be the database
23.102 || trim the value before adding to the list review feedback from kkolinko || add a check to the reference of the set used
23.046 || hive <num> hive server <num> dynamic service discovery should add hostname instead of ipaddress to zoo keeper vaibhav gumashta reviewed by thejas m nair || hive <num> hive with hive with hive <num> hive in hive <num> sergey reviewed by xuefu camacho rodriguez rodriguez rodriguez reviewed by xuefu zhang
23.043 || fix bug of throwing error when saving model with none field || fix bug in the null of the first method
23.022 || removed the override annotation as it resulted in a compilation error || add method to get the map of the method
22.988 || hive <num> select no star is a part of explain plan paul yang via namit || add a test to make the the string to string the string
22.870 || remove colour text from option in mouse highlight plugin || remove unused code in the longer code
22.539 || add test case if root is a file for source root || add test case to the build of the manifest of the use method test test test
22.473 || disable lit unlit burner indicators by default || disable default default by default
22.365 || commented batoo test out || ignore test test
22.365 || modify the test failure || add test case
22.365 || remove es client close || remove unused code
22.365 || ignore a unit test || disable test test
22.365 || add unfreezebalance for stest || add test case
22.365 || remove unused log message || remove unnecessary logging
22.365 || remove validator signature fix || remove unused method
22.365 || stabilize time related test || add test case
22.365 || remove unexpected bad text || remove unused code
22.296 || hive <num> bitmap operation udf doesn t clear return list marquis wang via jvs || remove unused code <num> <num> <num> <num> <num> <num> <num> <num>
22.220 || add setter for exception translator <num> || throw exception exception in test
22.220 || solve dependency problem to pmd core || add getter to get method
22.220 || add application class in sample app || add override to stop activity
22.220 || revert fix compatibility with java <num> || fix bug in null pointer
22.220 || change the outdated test method name || add test to <num> <num>
22.144 || use the container id for typeparameters declared on local variables || add a string to the the path name
22.144 || improve error message on seq from to include full classname || add the name to the the name name
22.144 || change the timeout in the open item by path <num> || add a test case to the start exception
21.561 || fix the failing http object aggregator test test invalid constructor usage || add test case to test case test test test
21.094 || make sure heartbeat report s report type is day || add a check to the type type
21.094 || remove stray after splitting of increment and decrement methods || remove unnecessary code <num> <num> <num> <num>
21.094 || added an idle notification for when crushing infernal eels || update scroll bar when drawable is background
21.094 || allow abstract fragments to have any kind of constructors || add a check to the null check
21.094 || validate admin operation on topic with authoritative parameter <num> || remove unused code issues for cassandra <num>
20.828 || change the default for need to update asset || disable the default of the server
20.642 || makes test work on windows || remove unused code test
20.642 || modify the problem nullpoint bug || fix bug in npe
20.642 || update assertj v <num> <num> || add test to <num>
20.608 || add missing getter and setter for the always use session attribute of the authenticators || add method to check that is the context is called
20.601 || switching rulename from one declaration by line to one declaration per line || add a test to the port to the output
20.601 || add null check to int long math to prevent null pointer exception || fix bug in type type in not null type
20.328 || add a comment for type param value || add getter for get method
20.328 || delete result set key generator column name || set the default name name
20.264 || hive <num> hive should not allow additional attemps when rsc fails spark branch jimmy via chao || hive <num> hive with hive in the clean option in the local of the chauhan in thejas nair xu reviewed by xuefu zhang
20.264 || hive <num> hive should not allow additional attemps when rsc fails spark branch jimmy via chao || hive <num> hive with hive in the clean option in the leading of the chauhan in thejas nair xu reviewed by xuefu zhang
19.809 || fix bug with xpath exceptions in the designer || set the default of the right
19.809 || expose the http sender to authentication script implementations || add getter to get server <num>
19.748 || disable a test of event test which raises too many false positives || disable test test to be platform until test
19.542 || relax visibility of file constructor to allow hacking in sonar lint || add a method to retrieve the path path
19.508 || use local variable since we already have a reference to the servlet context || add a check to the reference to the the call to the the op to the the op to the the op to the the op to the the op to
19.459 || hive <num> wrong condition in settable config updater set hive conf white list ted yu via szehon || don t set the not not not not not not the method
19.293 || use the right variable for null check the method variable that is || add a name name to the method name name
19.222 || rename my batis alias user role to user permission || add user user to user user
19.066 || add null check for perspective get canvas text loc || add null check to null
18.964 || adding csm string to string || add a method to the the string to string the the string to the the default to the the default of the editor of the editor to the the default to
18.926 || hive <num> investigate test failure on mapjoin filter on outerjoin q spark branch chao sun via szehon || hive <num> hive with hive with hive <num> <num> reviewed by sergey shelukhin
18.625 || adding a new rulesets to controversial xml with a couple of appropriate test case || add support to <num> <num> for a a database
18.517 || add org joda time days to list of well known immutable classes || add support to <num> <num> <num> <num> <num>
18.517 || add org joda time period to list of well known immutable classes || add support to <num> <num> <num> <num> <num>
18.488 || use the latest thread count set in the options when in advanced spider || set the correct thread of the right thread
18.424 || remove print statements from docgen test || remove debug out test
18.424 || add aggregation distinct select item test || add test for check
18.413 || set an id to container view in react activity || add user activity to start activity
18.286 || removing unimplemented method active scan session urls from client api || add method to set the set method
18.286 || refresh progress state for the each node during structure update || remove unused code from the longer activity
18.286 || throw error explicitly on param value not in range <num> || throw exception if size if max size
18.221 || remove unnecessary calls closing the socket recycles the processor which in turn recycles the buffers || remove unnecessary code <num> <num> <num> <num> <num> <num> <num> <num>
18.192 || delete check write false sys out log || remove debug out test test
18.192 || fix my break of compilation remove override || add override to get method
18.192 || using fixed string reading in load too || add null to string string
18.192 || use engine io client java <num> <num> || add override to ignore <num>
18.192 || removing override that gives problems in eclipse || add override to set activity
17.880 || remove unnecessary statement in test class || remove unnecessary code
17.874 || hive <num> expr node col desc is same doesn t account for tab alias this affects trait propagation in joins harish butani via gunther hagleitner || don t allow the not not not the method when the the called for t chauhan
17.609 || parse tree visitor visit takes a parse tree only visit children takes a rule node || add a method to make the map of the method
17.278 || setting software layer for line chart as long as it uses path to draw lines hope that will change || add a set method to disable the set set for cassandra <num>
17.245 || fix an ide nag only fix one to trigger a ci build || add error to the class of the method
17.245 || update maven examples to use version <num> of the plexus compiler plugin || add a exception to exception that fails fails
17.186 || don t return var as type image for inferred variable types || add null check to return surface type
16.974 || hive <num> input file name virtual column returns unqualified paths on hadoop <num> carl steinbach via hashutosh || add a test to the the output of the file file
16.872 || hive <num> implement is closed to hive query result set yun young lee via alexander pivovarov || add override to check that is not have is called
16.768 || don t ever pass fatal errors to the callback || remove unnecessary code in the end
16.768 || don t log creation of auth panels as info || remove debug logging for the log
16.768 || improve stability of process utils test on slow env || add test case to test test
16.768 || add a test case register activity in android manifest || add override to set that <num>
16.768 || disable test as it sometimes fails on the ci || add test to <num> <num> test
16.715 || added new failing test case for act <num> || add test case test test
16.518 || hive <num> hive cli gets stuck when hive exec parallel true and some exception happens during session state start rohit agarwal via ashutosh chauhan || don t set the thread to the thread when the thread is not the thread
16.496 || fix a bug when finding appropriate id and there is no app activity command || remove unnecessary code in the read is not read
16.496 || make the always send flag public so that we can set it through config || add method to ensure if the activity is called
16.389 || remove unnecessary code no need to override a method just to call the overridden super method || add a method to make the map of the collection
16.271 || ignore epoll reuse addr test test multiple bind datagram channel || ignore test that fails test test
16.263 || rename shell component test || update test
16.108 || remove a call to print stack trace || remove debug print trace
16.076 || remove hop to from private messages || remove unnecessary code id
16.076 || suppress deprecation class pool make package || suppress unchecked warnings test
16.025 || modify the broker service version || update version <num>
16.025 || remove project update task run || remove unused call
16.025 || improve efficiency of swallow code || remove unused code
16.025 || add debug log for npe || remove debug logging
16.025 || refine code for generate address || remove unused code
16.025 || remove test log error call || add error logging
16.025 || fix quality flaw system out || remove debug out
16.025 || fix quality flaw debug available || remove debug output
16.025 || add terminal debug id <num> || remove debug call
16.025 || remove annoying error message <num> || remove debug logging
16.017 || avoid npe in asthelpers get result type when get type returns null || add null check to set type type
15.934 || hive <num> separator char has no effect in create table as select statement yongzhi via xuefu || fix bug in estimate data is not null is null
15.934 || fix a crash when resizing with a dimension to <num> based on the image view dimensions || update view view view view view view view view view
15.851 || don t call channel pipeline fire exception caught for outbound events || add a test to the player exception
15.647 || hive <num> test exec driver test map red plan <num> fails on hadoop <num> jason dere via ashutosh chauhan || ignite <num> fixed test test test test test test test test
15.587 || adjust unit test to verify console encoding of xml formatter || add test case to test test
15.587 || issue <num> remove extra space in object creation expr dumping || remove unnecessary code in the line
15.499 || use same jdk ssl test workaround when using accp as when just using the jdk ssl implementation <num> || add a method to make the server method for the code
15.219 || enable a test for a bug that s been fixed for a while || add test case to the host of test
15.064 || adding extra but righteous safety to get default value || add getter to get value
15.064 || add missing override to method add context panel factory || add override to set activity
14.911 || return a fixed linenumber column until we figure out a reliable way to determine the position of the node in the source code || add a missing code to the surface of the set the not used
14.894 || fixing https github com google tink issues <num> || add support for <num> <num>
14.894 || changing designer menu label from jdk to language || add support to <num> <num>
14.856 || remove unnecessary jcache listener on completion call || remove unnecessary call
14.761 || adding logging as per http forums activiti org content nullpointerexception taskservice candidateuser query under load || add logging to the logging to the job file
14.509 || add a test case to check sub strings ascii string hash code || add test case to verify test
14.444 || add timeout on test default load balancer test balancer cluster to see if we can stop it hanging as a zombie in precommit builds || add test case to test failure test test test test test test test
14.417 || set inline bitset test word size to <num> ref https github com antlr antlr <num> issues <num> || add override to get the app of the new method
14.348 || remove log to console in unit test || remove debug out test
14.334 || remove unexpected use of system out || remove debug out
14.194 || fixing a log message in load balancer saw by gaojinchao || add log to the debug log
14.194 || fix test when sonar user home env var is set || remove test case test test test
14.194 || add test coverage for struct selective stream reader compact values || update test to be test test
13.913 || hive <num> test hcat client should not accept external metastore param from dhive metastore uris sushanth sowmyan reviewed by thejas nair || add test case to the host of test to make that <num> test
13.885 || throw io and runtime exception directly without wrapping them into new runtime exception || throw exception exception in the baked exception
13.774 || hive <num> npe when switching to tez execution mode after session has been initialized patch by gunther hagleitner reviewed by vikram dixit k || don t set the dim when the the op is not the called
13.767 || add test cases for implicit cursor attributes bulk rowcount and bulk exceptions || add test case to be null test
13.626 || restore requested for set dispatcher call in on resume || set default default for default
13.209 || make implementation of get parent class loader consistent with the other implementations across the code base || remove redundant code this used is t be null
12.811 || add some debug logging for state changes || remove debug logging
12.726 || add origins to show all the origins of an environment where it is defined <num> || add method to get config to use config
12.633 || enable eval of throw to throw errors as well as exceptions || add error to throw more exception
12.520 || fixing npe in stream buffering encoder test || fix test test test
12.333 || added a function to get a unique name s id || add getter to get id
12.194 || disable unstable ce processing scheduler impl multi thread test || ignore test that fails test
11.912 || hive <num> timestamp timestamp causes null pointer exception jason dere via gunther hagleitner || add null check it is not exist
11.853 || introduce pmd category java errorprone xml clone method return type must match class name rule || add a method to make the better method
11.852 || added new test to show compilation error in the generated code when a method annotated using ui thread take an array parameter || add a test to set the method to the new method
11.483 || logging unexpected errors in rest adapter || remove debug logging
11.483 || remove a left over print statement || remove debug out
11.483 || remove unnecessary call to input index || remove unused code
11.469 || add executor size test for sharding properties constant test || add test for test
11.270 || fix a bug where abstract byte buf order doesn t return a swapped buffer if capacity is <num> || don t crash if there if the no called
11.196 || hive <num> null pointer exception in error msg find sqlstate bill graham via namit || fix a bug in the error error
11.175 || rename a unit test in project filter test || disable test case test
11.002 || fix bug <num> npe when calling get attribute null the spec is unclear but this is a regression from <num> x || fix bug in the same name is null is null
10.787 || adjust start end positions for fixless matches for constant case for constants analyzer to better highlight the particular field in critique || add a throw throw to set the surface for a
10.686 || added a new test that show error in generated code when a method is annotated using background and transactional || add a test to set the app set method
10.681 || hive <num> match path misses the last matched row from the final result set mohammad kamrul islam via ashutosh chauhan || remove unnecessary code <num> <num> <num> <num> <num> <num> <num>
10.681 || prevent a stack overflow when generating an error message if parsing fails and provide some useful information in error message || add a method to the method to string the string
10.460 || disable the rsa ssa pss sign key manager test test get public key data in tsan || remove unused code to t be the database
10.460 || remove deprecated attribute session attribute filter from clone has been replaced by session attribute name filter || set the correct name of the right thread
10.434 || add a getter method for accessing the class pool of javassist type parameter matcher generator || add method to get the map method
10.326 || hive <num> hive cli crashes on inequality szehon reviewed by chao and jimmy xiang || set the default icon on the overview
10.326 || removed an unnecessary override in memory aware thread pool executor updated find bugs filter || add override to set the set method
10.271 || add test in asset issue actuator test || fix test test
10.170 || fix false positive in support private project in default permission template test || add test to <num> <num> <num>
10.170 || improve exception message when the internal maven repository can not be deployed || throw exception exception in exception exception
9.864 || igonre the unused junit test || ignore test
9.864 || reactivate and simplify ui test || disable test
9.751 || restore the simple service sample to working order || add support to <num>
9.751 || ignore bad test case for now see <num> || disable test that fails
9.751 || remove print statement in test function namespace manager || remove debug out println
9.180 || remove unused variable in server main module setup || remove unused variables
9.134 || sliding window counter test add missing test annotation to unit test || ignore test that fails test
9.134 || disable test schedule impl test because of false positives on travis || ignore test that fails test
9.052 || ignore test start rule without eof until we decide on the desired behavior || ignore test that fails test test
9.027 || fix the bug that the viewer will crash when the function get page count equals zero while pdf file is loading || fix bug in the finish of the getting started
8.609 || hive <num> column value does not handle null type yongzhi chen via szehon || fix bug in empty type in
8.609 || add no such entry exception as not recoverable error for cursor recovery <num> || throw exception exception in the exception
8.469 || remove reference to fix no fix created by moe http code google com p moe java moe migrated revid <num> || add exception to throw exception in the current null
8.228 || remove abtest server in cat home module || remove unnecessary code
8.228 || moving a message from info to debug || remove debug logging
8.228 || remove data source util get cache clear || remove unused code
8.228 || use a better hash code for dfastate || remove unnecessary code
8.228 || fixing failing test for duplicate variable inserts || fix test test
8.228 || fixing failing assertion in empty process test || add test case
8.228 || add logging of presence to discord service || remove debug logging
8.228 || improve logging of on close websocket callback || remove debug logging
8.162 || fix a default cluster listeners in simple tcp cluster the optimal default value is different for each session manager cluster session listener is never used in backup manager || don t close the number to the connection is not the pool
7.594 || extend the no el test to cover deferred expressions || fix test test test
7.359 || remove system out introduced in jb s commit || remove debug out
7.293 || hive <num> fix typo in type get type ttype id exception message keegan witt via ashutosh chauhan || add type type to type type type
7.291 || add layer to darken picture and reveal text set the layer background color only on apply alpha || set background color when view view view
6.871 || restored the enumeration of lang directory in method locale utils get available locales when the installation directory is at the default location broken in r <num> || add a method to make the map of the line
6.778 || add call to destroy that should unregister all the mbeans || add test to test
6.778 || enable disabled test timer event with start and duration test || ignore test case test
6.692 || remove fetch size in issues sql and reactivate previously deactivated unit test || disable test that fails test
6.326 || ignore test performance by default since it fails without special configuration || ignore test fails test
6.322 || adding run order to surefire to have reproducible builds small logging change in confurators on process engine boot || add logging to debug the debug file
5.895 || adds null check before trying to remove connections || remove unnecessary code
5.895 || notate a test case of heart beat builder || disable test test
5.895 || remove a print message left over from debugging || remove debug logging
5.895 || add missing value in file indexer debug log || remove debug logging
5.895 || change some log level from info to debug || remove debug logging
5.895 || remove invalid properties from map on property load || remove unnecessary logging
5.895 || remove unnecessary log message in sink cmd <num> || remove debug logging
5.895 || fix a leak in http response decoder test || add test case
5.479 || do no set parent value to key value if no parent in metadata || add null check to null
5.278 || issue <num> support an api key in anti csrf form generation || add support to <num>
5.206 || hive <num> hive server <num> running in non http mode closes server socket for an ssl connection after the <num> st request prasad mujumdar reviewed by thejas nair vaibhav gumashta || ignite <num> fixed test cache test test test test test test
5.055 || made rt load class for name check that for name exception is its own or let it flow out || remove redundant code exception an throw exception
4.606 || disable test the client implementation is not ready for this yet || ignore test fails test
4.606 || added a unit test to complete a functional test fixing build || add null check test
4.423 || remove unnecessary check all paths to this method already perform the check || remove unnecessary code exception
4.420 || hive <num> enable orc test for timezone reading from old format prasanth jayachandran reviewed by sergey shelukhin || ignore test case test master master
4.289 || add the test case from bug <num> as it suggested there may be further issues there were not || add test case to test failure
4.224 || removes an unused local variable from x <num> method || remove unused code
4.224 || removing unneeded sysout thanks jbarrez for pointing that out || remove debug out
4.224 || remove rethrow of exception in try to start process || remove unnecessary code
3.848 || adds groovy all by default to activiti rest and fixes http forums activiti org content different error response body rest api upgrade <num> <num> || add a test method to the server exception
3.673 || hive <num> hive logs full exception for table not found sergey shelukhin via ashutosh chauhan || add error logging error exception
3.617 || remove unnecessary code there is no matching attribute on any protocol handler implementation || remove unnecessary code
3.587 || activate verification with timeout test should allow timeout verification in order <num> || ignore test fails test
3.587 || ignore a test of event test that has too many false positives || disable test on now
3.360 || add kkolinko s unit test for https issues apache org bugzilla show bug cgi id <num> || add test name check test
3.293 || hive <num> tez in place progress ui can show wrong estimated time for sub second queries prasanth j reviewed by gopal v || remove unused code in the longer request
3.167 || fixed a bug where default channel future is success returns true even if the future is not done yet || remove unused code this a npe
3.030 || add non null annotation to com github pwittchen reactivenetwork library rx <num> connectivity create android content context || add null check to null
3.027 || remove vaults that can no longer be read ci skip || remove unused code
2.811 || include the name which was the cause of the illegal argument exception while try to add a handler to the pipeline || add error to the method name
2.493 || hive <num> llap disable the flaky test llap task scheduler service test sergey shelukhin || ignore test fails test
2.176 || use maven plugin to prevent api abi breakage as part of build process <num> || ignite <num> fixed tests
2.169 || commit extra logging to help diagnoze zk test failure on hudson || remove debug logging
2.169 || add null check for target tile in object indicators plugin <num> || fix bug <num>
2.016 || align error handling for being unable to send the preface with the other error handling in this method || improve error exception exception exception
1.921 || hive <num> metastore hive meta store should set the thread local raw store to null in shutdown travis crawford via ashutosh chauhan || don t close the debug logging
1.844 || adding a new rule use concurrent hash map to promote use of concurrent hash map implementation in java <num> || add support to <num> <num>
1.612 || add a test that builds the auto value tests using the eclipse compiler created by moe http code google com p moe java moe migrated revid <num> || fix test case test test test test
