Bleu-score || Original Commit Message || Generated Commit Message
26.211 || removing class that is not yet checked in from services init || add a test to ensure the resource resource is not found
26.211 || allow access to the constructor signature || fix bug to be set to the end of the first
26.209 || add the try catch to the import and validate eclipse che project test <num> || fix test failure <num> <num> html <num> html <num> a <num> d
26.102 || remove unused code after upgrade was refactored || remove unused code <num> <num> <num> <num> <num> <num> <num> d
26.038 || add ability to force a refresh of the config repo || add a todo to the config to the
26.024 || add thomas peyrard to the list of contributors <num> || add a todo to the get text view
26.024 || add a helper method that returns the username string || add a method to get user user connection
25.994 || add option to swap talk to with enchant for eluned <num> || add null check for getting item to set position
25.955 || modify the log || add a convenience method to the log message to the build <num>
25.955 || deprecate code to be removed || fix bug to be null <num> <num> html <num> <num> a <num>
25.955 || add a getter for raw description messages || add a todo to the list of the text of the text
25.955 || migrate all properties to the new spring boot properties || add a bit more logging to the upgrade of the connection to
25.955 || modifies a test case for jira jassist <num> || add a test to ensure that the list of the source name
25.937 || hive <num> wrtie set typo in txn handler karthik manamcheri reviewed by sergio pena alexander kolbasov || add debug logging <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
25.937 || hive <num> update copyright notice and fix rat check failures vineet garg reviewed by ashutosh chauhan || add test for <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
25.897 || added a type parameter to the instanciation of an array list || add a method to the list of the field
25.751 || hive <num> secure socket layer ssl support for hms addendum || add support for cassandra <num> <num> <num> <num> <num>
25.751 || add a regression test for b <num> relnotes n a || add test for the source source to the test
25.746 || fix a bug to reconnect to cat server after disconnected || fix a bug where the channel is not closed
25.744 || fix a runtime excepiton || fix a bug where the config config is not set to be set
25.744 || deprecate unused code || remove unused code <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
25.744 || rename tot distinct column name || add column name <num> <num> <num> <num> d <num> d <num> d <num>
25.727 || add test coverage for passing null to json primitive constuctors || add testcase issue <num> <num> <num> <num> <num> <num>
25.727 || revert hive <num> llap fix guava stopwatch conflict siddharth seth || add a method to get the user id <num>
25.727 || hbase <num> minor logging cleanup shorten logs remove redundant info || add a bit more logging to the log message
25.727 || modify stest shiled case of send shield coin get txid || add a todo to the list of the message
25.724 || hive <num> file system leaks in file utils check file access with impersonation || add a couple of the file to write the current file
25.724 || moving files up a level we really aren t using the design directory || add a method to ensure the result is not called to
25.724 || prefer type names for class for input of potentially primitive or array types || add a method to get the class type to the class
25.724 || adjust table data test for proper column name in result map from postgres || fix test to use the correct time of the data data
25.707 || add comment to apply severity override clarifying it doesn t do anything from a bug checker || add a todo to the list of the language name to the build
25.698 || add null check before registering a metric || add missing method to the metric
25.698 || add seed name mapping fixes <num> failures || add a couple of <num> <num>
25.698 || add support for blocking content type sniffing || add a type to the type
25.698 || add access log interface to jdbcaccess log || add log <num> <num> html <num>
25.698 || fix a bug for null pointer exception || fix bug to the last commit
25.698 || add genesis block into recent block store || update block block to take block
25.698 || disallow nulls in type spec add superinterfaces || add test for new type type
25.698 || add missing disable organizations in branch test || add test for the new type
25.698 || rename widget texture id to sprite id || add getter to get widget widget
25.664 || improved the robustness in case of failed rename issue <num> || fix bug don t use a single code to the case of the case of the case of the case of the
25.568 || issue <num> add a check in all setters || add a couple of a couple of a generics statement to the ast to
25.568 || remove a copy paste comment used to construct a test || add a test for the build <num> <num> html <num> html <num> html <num>
25.568 || add test showing eof leaf not in source interval of tree || add test for the get parser to the test to the test to the
25.488 || hive <num> beeline command suggestion to kill job deprecated bharathkrishna guruvayoor murali via vihang karajgaonkar || fix a typo <num> <num> <num> <num> f <num> f <num> f <num>
25.488 || hive <num> llap system references wrong file for thp prasanth jayachandran reviewed by sergey shelukhin || remove unused code <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
25.488 || fix the other place where an upgrade processor could end up in the processor cache || fix test <num> <num> <num> <num> d <num> d <num> d <num> <num>
25.455 || add test for h <num> || add test to string
25.455 || issue <num> fixing travis build || add testcase issue <num>
25.455 || fix bug for get unchecked || fix bug to the
25.455 || remove unused options from tool || remove unused code <num>
25.420 || commented out code that is related to the other commented out code || add a couple of the surface to the index of the test to the build
25.420 || fix a todo || add a todo to be able to the end of the end of the file
25.420 || remove unused method lexer next token or rule token || remove unused code <num> <num> html <num> f <num> f <num> f <num> f <num>
25.420 || notify listeners that the script was changed when changing enabled state || add a script script script to the script script to the build to the build
25.295 || modify the top report problem || add a couple of the peephole language to make the top of a non existent code
25.295 || add test case that highlights need to switch to harmony decoder || add test for issue <num> <num> <num> html <num> html <num> b <num> d <num> d
25.212 || hive <num> allow <num> shim creation for hadoop <num> sergey shelukhin reviewed by gunther hagleitner || add a <num> <num> <num> <num> <num> <num> <num> <num> f <num>
25.212 || add an ability to manage timeouts in the assistant find panel wait node method <num> || add a little test to ensure sure the text is a url
25.204 || add a null check to field can be final final scanner visit variable || add a todo to the list of the ast to the class
25.187 || deprecate unused code || remove unused code <num> <num> <num> f <num> c <num> f <num> c <num> c <num> <num>
25.171 || amend hbase <num> fix size calculation of results on the region server || add a todo to the end of the query parser
25.171 || fix an ide nag only fix one to trigger a ci build || add a <num> <num> to the list of the rule
25.171 || apply the patch for bz <num> that was applied to <num> x || fix bug to make sure the first file is closed
25.171 || handle varargs parameters with no corresponding formals in unused relnotes n a || remove unused code <num> <num> <num> <num> a <num> d
25.171 || add stub for workspace config if workspace is created with devfile <num> || add a test to ensure the test is not set
25.171 || handle unchecked exceptions on cursor to ensure read callback is triggered <num> || fix bug to use the cursor cursor in the cursor
25.131 || add a couple additional test cases || add a couple of method to make sure it s not used
25.092 || reapplying a fix for in svn user name issue || add a convenience method to the log message
25.092 || don t puke on classes in the default package || fix bug to be null to the class
25.092 || adding extra but righteous safety to get default value || add support for null pointer to the build
25.092 || add name is top level and name is internal || add a method to make the ast type
25.092 || adding step to read a file with given encoding || fix test to the list of the test
25.092 || use a constant for the default max frame size || add a bit more convenience method <num> <num>
25.092 || resolve a warning about unboxing operation perform unboxing explicitly || add a null check for missing string parameter
25.092 || keep show tab menu item in the same position || add a little more information to the lint
25.092 || remove rest debugging from es test squatting port <num> || add test for the rule of rule rule
25.092 || escape the value of sonar jdbc schema on oracle || add a method to get the id id
25.092 || update widget ids to <num> <num> <num> rev <num> || add a method to get group id id
25.092 || set herbiboar and mlm overlays to draw above scene || add support for url to the custom view
25.092 || add project template and installer as machine authenticated resources || add a more descriptive test to report a
25.092 || add reason why plugin is invalid in the message || update plugin plugin to use correct plugin id
25.092 || exclude secrets extension in plugin info api response <num> || add a plugin name to the plugin plugin
25.090 || hive <num> spark client impl shouldn t name redirector thread remote driver bharathkrishna guruvayoor murali reviewed by sahil takiar || add job id to job job <num> <num> <num> <num> f <num> d <num> <num> <num>
25.080 || hive <num> unable to process comment line in hive <num> <num> chinna via xuefu || remove unused code <num> <num> <num> <num> f <num> f <num> <num> <num>
25.013 || update meta store schema info for <num> <num> || add version <num> <num> <num> <num> <num> <num> d <num> d <num> <num> d <num> d <num> d <num>
24.985 || hive <num> lower resource downloader logging to debug kryvenko igor reviewed by sahil takiar || add log to log log to the log of the log file
24.985 || hive <num> ser de utils another bug when text is reused xiaowei via xuefu || remove unused code <num> <num> <num> <num> f <num> f <num> f
24.985 || hive <num> cbo calcite return path invoke hive s cumulative cost laljo john pullokkaran || add a todo to the list of the index of the <num>
24.985 || whoops this isn t the main test webapp no need to change this path || fix test <num> <num> html <num> html <num> html <num> d <num>
24.953 || remove unused local variable step || remove unused code
24.953 || remove unused return null matcher || remove unused code
24.953 || remove unused platform get server || remove unused code
24.953 || fix quality flaw dead code || remove dead code
24.935 || add test case to all tests || add test for <num> <num>
24.935 || fix test failure on some platforms || fix test to the build
24.935 || fix bug in display name merge || fix bug to be null
24.828 || added a method to keep log || add log to the file
24.828 || fix the bug with down sampling || fix bug by last commit
24.828 || add action for downloads menu item || add intent to action intent
24.828 || modify connection handling commands test <num> || add test for jdk <num>
24.828 || add padding support for mssql server || add test for <num> <num>
24.828 || fix broken bytes split <num> test || add test for issue <num>
24.828 || improve debug logging of socket closure || reduce log level of logging
24.828 || fix the fix in r <num> || fix bug in byte buffer
24.828 || modify yaml table rule configuration test || add test for table name
24.828 || fix some bug in khaos db || fix bug by last block
24.828 || fix some bug in khaos db || fix bug by last commit
24.800 || provide token names to the code generator for improved compatibility with templates that haven t updated to the new vocabulary interface || add a null check for the string string name to the case of the name of the code
24.666 || avoid null pointer exception when copy xml true and meta inf context xml does not exist || add debug info to prevent crash when the app manager is not found
24.605 || send the user back to the page || add a todo to the build
24.605 || add a simpler way to publish <num> || add a bit more convenience method
24.588 || adding a debug probe even in the production build || added a convenience method to the build
24.588 || remove code that was mistakenly added when implementing <num> || remove unused code <num> <num> html <num>
24.588 || add changes to the check errors warnings tab test || add a test for the old file
24.588 || add ignore for scheduling flag to materials v <num> || add support for url for <num> <num>
24.588 || add autowired annotation to system environment in job controller || add a method to the job metadata
24.530 || moving dependency computation logic to a single place to improve efficiency || add a convenience method to get the model name
24.530 || hive <num> fix test cli driver too many open file error || fix bug in cassandra <num> <num> <num> <num> <num>
24.530 || add a test case for merging clashing channel names during import || fix test <num> html <num> html <num> <num> a
24.530 || remove invalid characters probably related to a merge that went wrong || add a bit more logging to the app manager
24.530 || add chaos druids bandits and magic axes to slayer plugin <num> || add a convenience method to get the task name
24.431 || amend hbase <num> regions in transition for a long time when close interleaves with a slow compaction test import fix || add a couple of test to ensure sure it s not not set to the same
24.431 || rename package to python <num> for consistency with other target and to make it more clear hope that is okay || add a todo to the usage of the error message to the build to the build
24.418 || hive <num> llap fix llap startup issues due to heap rounding errors gopalv || remove unused code <num> <num> <num> <num> <num> f <num> f
24.418 || hive <num> union on void type fails with npe navis via ashutosh chauhan || add a null check to the sort of the column type
24.418 || remove line breaks and multi spaces before passing rule violation description to json || add a todo to the list of the get item name
24.418 || pmd fix <num> false positive for string builder append called <num> consecutive times || add a null check for the ast type to the test
24.412 || added a debug option to show the full path of the current directory || fix a bug in the system out of the file file
24.378 || refactoring away some duplication in the test code || add a test for the test failure
24.378 || get tests passing with latest <num> <num> code || add support for url <num> <num> html
24.378 || revise null check of service configure utils <num> || add a null check for the address
24.346 || issue <num> return the list of alerts in the python api instead of a dictionary with one entry || add a method to get the user name to the build to the build
24.333 || added one more probe message for issue <num> || add a todo to the log message
24.333 || set default parallelism of spouts bolts to <num> || add a convenience method to the class
24.333 || add rule for unnecessary boolean in conditionals espressions || add a bit more convenience of debugging
24.333 || prevent a blocking read after a stream exception || add a null check to the log
24.333 || fix a npe in byte buffer backing array || add a test for the fixed test
24.333 || handle method references in asthelpers get return type || add a todo to the class type
24.333 || use thread local random to build random numbers || add a method to the source source
24.333 || update the assignment of tool version fixes <num> || remove unused import <num> <num> <num> <num>
24.333 || removing redundant null check from delegating method equals || added a convenience method to the class
24.333 || set a name to all cfu related threads || add a bit more convenience method <num>
24.333 || fix a typo in zap gui bootstrap java || add a todo for the main xml
24.333 || add more extensions to skip authentication check <num> || fix bug to user manager app manager
24.333 || add support for optional measure to measure assert || fix test failure to the test case
24.333 || add missing check for null on rules profile || add version to get the default name
24.333 || add missing item mappings for hydra slayer helm || add a null check to get id
24.333 || clarify wording of default log tracker message <num> || add option to show the default name
24.333 || add puzzle box indicator to drunken dwarf clue || fix bug to the end of the
24.333 || don t npe when player name is null || add null check to the case of
24.333 || made fn public changed compiler to call it || add a null check to the list
24.333 || remove hard check for the zip extension <num> || add support for url to update url
24.333 || provide a distribution package for pulsar functions <num> || add a todo to the log message
24.333 || interrupt instance thread when stopping function container <num> || add a todo to the get function
24.322 || add test for null in constructor <num> || add test for the get builder builder to the test to the test
24.279 || add regression test for issue <num> || add test for <num>
24.149 || moving the code up to follow the order ok this is probably just a matter of taste || remove unused code <num> <num> d <num> f <num> e <num> <num> <num> <num>
24.149 || hive <num> cache merged column stats from retrieved partitions jesus camacho rodriguez reviewed by ashutosh chauhan addendum || add a new method to the dynamic stats to the case of the right
24.113 || moved boolean inversion to controversial ruleset until i can look at it a bit more || add a test for the test command pass to the test pass
24.010 || hive <num> queries with join condition having timestamp or timestamp with local time zone literal throw semantic exception jesus camacho rodriguez reviewed by sankar hariappan || add a couple of debugging method to make of ast in ast created by moe http code google com p
24.007 || allow the info panel s nav button to be removed on shut down || add a bit more feedback to the main of button
24.003 || make use of is playing feature of exo player <num> <num> || fix bug by main <num> <num> <num> <num> <num> d
24.003 || issue <num> remove call for method to remove embedded references <num> || add a method to the ast node to the ast
24.003 || add binding of vs code extension broker for che <num> <num> || update plugin to use <num> <num> <num> <num> <num> <num>
23.953 || hive <num> npe in hive proto logging hook for event per file mode harish jp reviewd by anishek agarwal || add debug logging <num> <num> html <num> html <num> d <num> d <num> d <num>
23.804 || hive <num> fix test cli driver escape <num> q failure on mr <num> zhenxiao luo via cws || remove unused code <num> <num> html <num> f <num> f <num> f <num>
23.776 || added a getter to use it from change log parser || add a convenience method to get file file
23.776 || use the i <num> n strings from the correct package || add a todo to the log message <num>
23.776 || add required param version to vk http vk com urls || add a test to use the correct uri
23.776 || issue <num> add copy method for custom variable types <num> || fix a typo <num> <num> html <num> d
23.776 || remove fixme and add explanation why the are needed <num> || add a missing test to the test case
23.776 || add incremental mode param to branch configuration validator validate <num> || add a missing string to the class name
23.776 || prevent npe in recent clan chats when var is null || fixing crash when widget is not not initialized
23.776 || rename the workspaces in status metric to che workspace status || add a todo to the app manager <num>
23.776 || allow fast search by pressing enter on search field <num> || don t show search bar in search search
23.776 || add feature non string key as string for issue <num> || add a null check for the token name
23.770 || hive <num> disable tests that are failing continuously jesus camacho rodriguez addendum || remove unused import <num> <num> html <num> d <num> d
23.770 || remove duplicated code this is handled in the http <num> input buffer || add support for url to the end of the request
23.770 || use the right variable for null check the method variable that is || add a method to get search search in search search
23.770 || merge branch develop of https github com tronprotocol java tron into develop || add a method to get the number of a transaction
23.739 || add the message type to the header of the message serialization || add a method to get message to message
23.657 || fix a bug in logview || fix bug by wrong
23.657 || fix the add to pending || fix bug to fail
23.629 || fix the bug when call value is null || fix bug to the last log
23.629 || relocate the button to install all add ons || add a little to the console
23.601 || hive <num> insert into acid table switches vectorization off matt mc cline reviewed by eugene koifman || add a null check to make sure we have a a short table
23.601 || hive <num> minor typo in error message in hive connection java jdbc clement notin via jvs || add author <num> <num> e <num> d <num> e <num> <num> <num> <num>
23.601 || reduce calls to get manager that is not a simple getter but it performs some locking || fix bug to android <num> <num> <num> <num> <num> <num> <num> <num> <num>
23.601 || use the names of the enums instead of their ordinals when storing them to db <num> || fixing a bug in launcher <num> <num> <num> d <num> f <num> f
23.570 || hive <num> cleaunup qtest util use test data files as current directory if one not specified namit via he yongqiang || add a test for the new command of the test to the test to the test
23.425 || correct a glitch in r <num> remove duplicate append get name that was copied from the next line || remove unused code <num> <num> <num> <num> <num> k <num> <num> <num> <num> <num>
23.402 || add md <num> to put ojbect result || add content content content content content
23.402 || add comments to explain the error calculuation || add a couple of debugging method
23.402 || adding window icon to vault options dialogue || add a todo to the build
23.402 || add activity compat check self permission check || add support for android <num> <num>
23.402 || switched various defaults to be java <num> || add a convenience method to string
23.402 || adding a few edge cases looking good || add a test for the test
23.402 || add specific debug message for connection allocation || add log to the test failure
23.402 || add override annotation to recently added methods || add a couple of test method
23.402 || generalize multiple param values to use iterable || add support for url to string
23.402 || add missing newlines after fix application errors || add a flag to the <num>
23.402 || improve error message for misused formatting logger || add support for null to string
23.402 || throw exception when data source build failure || add log to exception log exception
23.402 || modify limit in trx to limit fee || fix bug to the last log
23.402 || fix bug in code gen for loops || add test case for get type
23.402 || add version code to debug info again || add support for rsconnect <num> <num>
23.402 || added one test and removed one todo || fix test failure to string to
23.402 || add example for in memory room database || add app name to app manager
23.402 || merge pr <num> to activiti <num> branch || fixed a typo to the build
23.402 || remove a selenium test because of fp || fixing test failure to project build
23.402 || add fps after the number of fps || add support for font font <num>
23.402 || add support for points to config manager || add a bit more convenience method
23.359 || add additional test <num> || add test
23.359 || fix the test bug || fix test
23.288 || add test for jedist cluster s method blpop || add test for <num> <num>
23.288 || add test for lpp with module info keywords || add test for issue <num>
23.282 || add a new flow to check if adb is installed or not before to start connecting devices || add a couple of device manager to device manager <num> <num> f <num> f <num>
23.196 || use the trim property and trim directive which should be equivalent to jasper s own attribute || don t use get thread name to the same of the loop
23.196 || use a single reference to the cache during lookup the cache array could be concurrently replaced || add a method to ensure the value of a non existent node
23.196 || give basic annotation processor a unified error format so that tools can parse it more easily || add a more descriptive error message when the error message is missing
23.189 || hive <num> update avro version to <num> <num> swarnim kulkarni reviewed by ferdinand xu || remove unused import <num> <num> <num> <num> f <num> f <num> f
23.149 || fixed the response headers to work with set cookie instead of cookie header || add a null check for the response of the response type
23.097 || issue <num> add http session api to api generator utils || add api to api to the application
23.053 || improve processing for async io errors so that it goes through the normal code including the free buffer method || fix a bug where the channel was not sent to a ping connection resolves <num>
23.022 || don t crash when a comment has a dollar sign <num> || add a method to the list of the operator
23.022 || downgraded jni lib due to incompatibilites on mac os <num> x || add support for shiny <num> <num> <num> html <num>
23.022 || use standard charset rather than non standard name for utf <num> || update core src main hudson <num> <num> <num> <num>
23.022 || fix a todo since tests are now failing because of it || add a to string method to the response header
23.022 || add missing patch i didn t update from sources before merging || add support for new type type to use case
23.022 || made method static final and used string builder for better performance || add a convenience method to the case of the
23.022 || replaced the spring api bindings with a common mapping spring all || add more tests to the build to the build
22.988 || hive <num> jira mask fs shell output in qtest util carl steinbach via ashutosh chauhan || remove unused code <num> hudson hudson hudson hudson <num> html <num> <num>
22.988 || fixed a bug with scanning strings when there is more than one escaped single quote || fix bug to make utf <num> to the end of the parser
22.966 || add a workaround for runtime exception when checking self permissions || add a null check for the app manager
22.966 || add a tooltip to loot tracker value showing exact value || add a bit more method to the lint
22.873 || add java nio file path to the list of well known immutable types || add a doc to the list of the
22.870 || adding a structured form submission support to job propertyies || add a todo to the get method
22.870 || add url to recaptcha exceptions after update in extractor || add a convenience method to the message
22.870 || moved the new version check to the application class || add a todo to fix the build
22.870 || fixed a really bad thing in the last commit || add a todo to the log message
22.870 || fixing test fserrors exposed by disabling the log syncer || add a test for the file file
22.870 || provide the correct array size when invoking to array || add missing property to the key key
22.870 || add dynamic bpmn service to spring boot engine services || fix bug to fail on session service
22.870 || add list action to new code period ws module || add a test for the list list
22.870 || add new crystal equipment ids to the item mapping || add a null check to get id
22.870 || fixing tests after changes to plugin request helper <num> || add a <num> <num> to the test
22.861 || add mart m gi to the list of developers || add a todo to the get text
22.861 || add test for inject on constructor of abstract class || add a test for the test annotation
22.840 || hive <num> estimate stats in absence of stats for complex types vineet garg reviewed by ashutosh chauhan || fix a bug in the validator validator to the list of the model
22.775 || promote get documentation to type since it s common to enums and messages || add a todo to the type check for type type
22.775 || hive <num> ldap authentication errors need to be more informative szehon via xuefu || add exception handling to exception exception when user fails <num>
22.775 || reduce timeout from <num> s to <num> s to speed up async tests || remove unused code <num> <num> html <num> <num> <num> <num>
22.775 || remove a class that is now provided by a newer version of httpclient || add a convenience method to the list of the channel
22.726 || issue <num> pop up menu succeed separator is not added when using sub menu in main popup menu || add item menu to item if item is not deleted <num> <num> html <num> d
22.722 || fix test case for oracle || fix test
22.484 || hive <num> runtime filtering not vectorizing for decimal timestamp char varchar jason dere reviewed by matt mc cline || add a null check to make sure it s not used to be used
22.484 || hive <num> invalid column names allowed when created dynamically by a ser de gabriel reid via ashutosh chauhan || add a check to check if the name of the name of the name
22.484 || relax the test relative ordering can pick more jars than those two that belong to the web application || fixing test <num> <num> html <num> html <num> e <num> e <num> e <num>
22.473 || add test case for case builder usage || add test for issue <num>
22.473 || add a minimal test for regex property || add test for issue <num>
22.473 || issue <num> adding test to cover it || add test for issue <num>
22.408 || hive <num> in hpl sql declare statement does not support variable of type character baoning he reviewed by daniel dai || add a test for the type type type to the list of the type type
22.386 || add set index for aggregation distinct item || add support for index index
22.386 || add unit test to annotation utils test || add test for annotation annotation
22.378 || added a unit test to complete a functional test fixing build || fix test failure to use the correct test
22.365 || adding a convenience method || remove unused method
22.365 || added a probe code || remove unused code
22.365 || remove unnecesary log line || remove unused code
22.365 || remove unnecessary connection allocation || remove unused code
22.365 || missed some more code || remove unused code
22.365 || remove no use import || remove unused code
22.365 || remove redundant batch meta || remove unused code
22.365 || remove debug from reachtopology || remove dead code
22.365 || modify the test case || fix test test
22.365 || remove router config bug || remove unused code
22.365 || modify the invalidate code || remove unused code
22.365 || modify the test failure || add test case
22.365 || modify the unused transction || remove unused code
22.365 || modify the hard code || remove unused code
22.365 || removed unnecessary print outs || remove debug print
22.365 || remove rule factory singleton || remove unused code
22.365 || removing unnecessary implementation code || remove unused code
22.365 || remove intermediate streams <num> || remove unused code
22.365 || renmove the debug code || remove debug print
22.365 || remove string utils use || remove unused code
22.365 || remove unused deprecated code || deprecate deprecated method
22.365 || remove problematic work around || remove unused code
22.365 || remove unnecessary method calls || remove unused code
22.365 || deprecate now unused class || remove unused code
22.365 || remove unnecessary local value || remove unused code
22.365 || remove an implemented todo || remove unused code
22.365 || pull up common code || remove unused code
22.365 || remove my author tags || remove unused code
22.365 || fix some code warnings || remove unused code
22.365 || deprecate unused unnecessary code || remove dead code
22.365 || deprecate unused protected field || remove unused code
22.365 || remove unnecessary overridden method || remove unused code
22.365 || remove non used import || remove unused code
22.365 || remove md from urls || remove unused method
22.365 || update query test java || add test case
22.365 || delete insert column token || add column name
22.365 || fix some code style || remove unused code
22.365 || adjust tace sql log || add mysql sql
22.365 || fix different result code || remove unused code
22.365 || add test for master || add null check
22.365 || modify the reason code || remove unused code
22.365 || remove dupicated number refresh || remove unused code
22.365 || add nodeimpl code style || add a todo
22.365 || add nodeimpl code style || remove unused code
22.365 || update fix act <num> || fix bug activity
22.365 || updating code style guide || remove unused code
22.365 || remove classes badly committed || remove unused code
22.365 || fix some quality flaws || fix test failure
22.365 || add tournament world type || add a todo
22.365 || remove old frame stuff || remove unused code
22.296 || hive <num> cliservice should create session state after logging into kerberos brock via xuefu || add log to log <num> <num> <num> <num> d <num> <num>
22.296 || hive <num> change default configuration for hive exec dynamic partition owen omalley via hashutosh || remove unused import <num> <num> <num> <num> <num> <num> <num> <num>
22.296 || hive <num> metastore server should call system exit on error zheng shao via pchakka || fix test <num> <num> <num> <num> <num> f <num> a <num>
22.296 || doing a junit review checking tests with low coverage for what they re missing || add a todo to be able to the list of the
22.220 || applied a patch for hudson <num> || add a more descriptive test
22.220 || prevent integral division for float variable || add support for draw size
22.220 || update resource directory structure for maven || add test for issue <num>
22.220 || don t call deserializers with null || add support for null values
22.220 || adding some tests for new constructors || add test for <num> <num>
22.220 || add ip address by args <num> || remove unused code <num> <num>
22.220 || update porter shape image view java || add support for null view
22.220 || comparing type variables using qualified names || add type type to type
22.220 || fix test failure on mac os || add test for issue <num>
22.220 || fix test after generic filter changes || add test for <num> <num>
22.220 || remove a test that uses jaxb || add test for test annotation
22.220 || update javadoc link for guice javadocs || add support for null check
22.220 || modify md <num> sharding encryptor java || add test for issue <num>
22.220 || add null master slave rules element || add support for jdbc <num>
22.220 || add checkstyle rules fix redundant modifier || add testcase to the test
22.220 || add checkstyle rules fix visibility modifier || add test for issue <num>
22.220 || fix bug for inv to send || add log to peer log
22.220 || disable soft ref test as unstable || add test for issue <num>
22.220 || remove unnecessary field atn state number || add state to state state
22.220 || skip logging of dns tcp packets || add a bit more logging
22.220 || set xfermode darken for point paint || add support for draw width
22.220 || add application class in sample app || add support for issue <num>
22.220 || rename tests of provisioning permission test || add test for <num> <num>
22.220 || update timing of highlighting perf test || add test for <num> <num>
22.220 || change the outdated test method name || fix test failure test case
22.220 || remove trace overload with three arguments || remove unused code <num> <num>
22.185 || hive <num> support load from seq file to orc table deepak jaiswal reviewed by prasanth jayachandran || add a comment to the text of the text <num> <num> html
22.185 || improve ui of update center fix bug when plugin version is not listed in compatibility matrix || update plugin plugin to <num> <num> <num> <num> <num> d <num> d
22.144 || allowing null to be passed often make the caller simple || add a convenience method to get builder builder
22.144 || update filepicker to the newest version and fix for <num> || add a null check for item item item
22.144 || eliminated eclipse warnings by adding a default label to switch || add a null check for illegal argument exception
22.144 || hive <num> bug in no drop siying dong via namit || add a todo to be able to <num>
22.144 || fix the bug of the rules that cannot be unselected || add a bit more logging to the build
22.144 || issue <num> adding method resolved type declaration is anonymous class || add a couple of method to make it
22.144 || issue <num> doing type parameter matching considering also array types || add a method to get type type type
22.144 || explaining the order in which the arrays annotations are returned || add a method to make the ast annotation
22.144 || assert that version of merged web xml is as expected || add test for the list of a parameter
22.144 || simplify code since servlet exception now uses standard exception chaining || remove unused code <num> <num> <num> <num> a
22.144 || add readability note since holder map is used as set || add a null check for the last commit
22.144 || add missing word not to nullable constructor bug pattern summary || add a test for the get type name
22.144 || add parameter validation and chainparameter for allow multi validatesign proposal || add testcase to the end of the user
22.144 || adding apikey as last parameter and with default null value || add a null check for the string string
22.144 || change the timeout in the open item by path <num> || add debug to a <num> <num> <num> <num>
22.144 || set image pull policy to always for docker image environments || add support for creating android os <num> <num>
22.144 || fixing usage of object output stream and data output stream || add test for parsing of the default parser
22.144 || print the exception message when authentication failed to create <num> || add a bit more trace to help errors
22.080 || remove unused welcome file handling code || remove unused code <num>
21.950 || don t report the duration as <num> when a build is running || add a convenience method to the workspace name to
21.950 || hive <num> ctas should unescape the column name in the select clause || add a todo to the list of the ast
21.950 || use a weak map to associate a single animator to a view || add a null check for getting the view view
21.950 || amend hbase <num> test region server coprocessor exception with abort fails occasionally || add a test to ensure the server server name
21.950 || add conversion to open ssl for aes <num> <num> fixes <num> failures || add a todo to the list of the data
21.950 || deprecate date tool since it is largely unused replacement to follow shortly || add date time to date date to the date
21.950 || call the correct method that removes the separator from main tool bar || add a method to show the new button <num>
21.810 || hive <num> fix predicate pushdowns when all the columns are not selected in the query prasad chakka via athusoo || add a todo to the list of the table name to the list of
21.753 || making name mapping test passing the turkey test || add test for the wrong field
21.753 || add code to deal with quotes for son || add a todo to the config
21.753 || modify the jsp page and app config manager || add a config to the config
21.753 || update test to check for new url form || fix test failure to the build
21.753 || add init distinct column name and aggregation expressions || add column info model id <num>
21.753 || modify the proposal <num> <num> to <num> <num> || fix bug to the new field
21.753 || fetch trx message in a load banlace way || fix a bug in peer chain
21.753 || add some mock tags in rule show ws || add a todo to the rule
21.753 || add hydra shortcut pipes to agility plugin <num> || add a convenience method to string
21.753 || add default timeout to notify send on linux || add debug message to the log
21.723 || fixed a class with character literal cannot be parsed correctly by the comments parser || add a more descriptive check for the sentence parser to
21.638 || add test case if root is a file for source root || add test for the list of the source
21.566 || hive <num> vectorization vector coalesce doesn t handle the all repeated nulls case matt mc cline reviewed by gopal vijayaraghavan || add a couple of the column to the beginning of the test to the test
21.566 || send a close frame telling the client why the connection is being closed if the server buffers can t cope || remove unused code <num> <num> <num> a <num> d <num> c <num> <num> <num> <num>
21.547 || update test to fix failure after new instance refactoring || fix test failure to the test
21.508 || hive <num> resource plan retrieval looks incorrect harish jaiprakash reviewed by sergey shelukhin || fix bug to the end of the file <num> <num>
21.508 || hive <num> resource leak in hbase storage handler swarnim kulkarni via ashutosh chauhan || update hadoop <num> <num> <num> <num> <num> <num> <num> <num>
21.508 || use the latest thread count set in the options when in advanced spider || add user to user list to the user <num> html
21.448 || changed the url assignment scheme not to use as rfc <num> says it s reserved || add a couple of a method to make the ast name
21.448 || hive <num> beeline does not accept comments at end of line sergio pena via brock || add a to string to the list of the command line
21.448 || hive <num> hive variable substitution does not work with the source command anthony via xuefu || fix a typo to make sure the file is not found
21.373 || hive <num> hive metastore hmshandler locks during initialization even though its static variable thread pool is not null zac zhou via rajesh balamohan || add missing method to the transport of the client <num> <num> <num> <num> <num> e <num> d
